id,prompt_name,input,target,source
456,Summarize:,"Summarize: Steve: Was the technician already there?
Aria: Nope... still waiting
Steve: OK, let me know
Aria: <file_gif>",Aria is waiting for the technician. Steve wants to know when he arrives.,samsum
457,Sum up the following dialogue,"Sum up the following dialogue: 
Anna: Nice dress :-)
Zoe: thx
Anna: Zara?
Zoe: C&A
Anna: ok. Must check it :-)",Anna likes Zoe's C&A dress.,samsum
458,Summarize this dialogue:,"Summarize this dialogue: Ralph: Have you ever heard of a company called ""Venque""?
Victoria: No. what is this?
Ralph: <file_other>
Ralph: Check it out
Charles: it's a Canadian company
Charles: They have very beautiful but expensive products. 
Ralph: What do think about this bag?
Ralph: <file_other>
Charles: Very stylish",The Canadian company Venque has beautiful but expensive products.,samsum
459,Summarize this dialogue:,"Summarize this dialogue: Eve: Kate, is Matt ok?
Joanna: Is everything ok?
Kate: He was released from the hospital yesterday
Kate: And seems to be doing good
Carol: Kate, what happened to Matt? 
Kate: fell off his bike and has a broken leg
Carol: Oh dear, I'm sorry
Kate: Thanks
Kate: It was on Monday and Simon sprained his toe yesterday...
Joanna: Girl, you've got a lot going on right now!
Carol: Bless you! 
Kate: You could say I've got my hands full
Eve: Do want me to come over and help? 
Kate: That's so sweet of you
Kate: But I will manage 
Eve: Okay, let me know if you need anything
Kate: I sure will
Joanna: Take care, honey
Eve: and keep us posted
Kate: Sure thing!","Matt fell off his bike and broke his leg on Monday. Matt was released from the hospital yesterday. Simon sprained his toe yesterday. Kate is busy, but will manage on her own.",samsum
460,Write a dialogue that match this summary,Write a dialogue that matches this summary: Alex passed her exam. Monica's exam is due next Tuesday.,"Alex: I passed it :)))
Monica: Woooooooww!! Was it hard??
Alex: A bit
Emma: Congrats :))
Alex: Thx :* And when is your exam @Mon?
Monica: next Tue, so still practising...
Emma: :<
Monica: But i think it'll be OK
Monica: Wish me luck
Emma: Ofc it'll be OK!!!! You are well prepared
Monica: <file_gif>
Alex: xDD",samsum
461,Write a dialogue that match this summary,"Write a dialogue that matches this summary: Terry's having a rough week and there's some delay in his work. David, his boss, needs it finished. Terry will submit it now.","David: Hi Terry , How’s the work progress,
Terry: Sorry for the delay boss in posting my work, Its been a rough week, one I have finally caught upto.
David: Well don’t take too long I need the work finished by now, its approaching the deadline.
Terry: Ok. I will submit right away.",samsum
462,Generate a summary for this dialogue,"Generate a summary for this dialogue:
Jill: Jack, they're doing it again
Jack: ??
Jill: our upstairs neighbours!! it's like a freakin porno movie
Jack: hahaha aren't you a little jealous
Jack: cause your husband
Jack: who's an excellent lover might I add
Jack: is away?
Jill: yes I am SO turned on by this couple of weirdos
Jack: :* just wait until 10pm and knock on their door
Jill: too embarrasing :P
Jack: silly
Jill: how is your night?
Jack: no sexy noises on my end
Jill: yeah right
Jack: not live anyway ;D
Jill: how did the meeting go?
Jack: I will know tomorrow they said they need to sleep on it
Jill: sleep on what? considering whether your idea is briliant or super brilliant?
Jack: apparently :(",Jill’s neighbours from upstairs are having loud sex. Jack will know how his meeting went tomorrow as they need to sleep on it.,samsum
463,Summarize:,"Summarize: Peris: I cant eat this junk food anymore
Omari: Why?
Peris: I have been planning to for dieting
Omari: Great idea
Peris: What about you?
Omari: Its been 2 months since i have been going to shapes
Peris: You didnt tell me :/",Peris want to start dieting. Omari has already been dieting for 2 months.,samsum
464,Given the above dialogue write a summary,"Aleena: do you have one hour on Friday?
Ben: i think i have 24 hours on Friday
Aleena: what?
Ben: never mind
Ben: i have one free hour
Aleena: super, we can go for a walk
Ben: do we have to PLAN going for a walk?
Aleena: it's better to plan something than sit and stare in TV
Ben: you mean watching the movie?
Aleena: i mean staring in stupid reality shows
Ben: last time it was you who wanted to see it
Aleena: but it was the last episode
Ben: ...
Aleena: this time we go out
Ben: ok
Given the above dialogue, write a summary.",Aleena wants to fo for a one hour walk on Friday. Ben thinks it does not need to be planned. She does not want to watch tv but prefers to go outside.,samsum
465,Given the above dialogue write a summary,"Rory: <file_photo> Does anyone know how to fix it?
Ed: Where are the screws to attach the faceplate to the base?
Rory: I just took it off…
Ed: Has the cord snapped or just been pulled out?
Rory: The cord is broken. But we think it was tied.
Ed: Well my guess is that it should be easy to replace then. I don't know much about electrical things though, should we ask Nedd to fix this one Greg? Or is it easy enough that it's just a case of retying it?
Rory: We’ve just found the mechanism. It looks weird and we don’t know how to fix it. Thanks Ed! It can wait until tomorrow, I guess.
Greg: Ed call the CPS, please. They are responsible for the property.
Given the above dialogue, write a summary.",Rory does not know how to fix it. Ed will call the CPS because the issue lies within their responsibilities.,samsum
466,Given the above dialogue write a summary,"Patty: Going shopping tomorrow?
Joe: What choice do I have?
Patty: What do you mean?
Joe: I mean that I'll get loads of crap if I don't have a gift for Saturday.
Patty: Like from Sue?
Joe: Who else?
Patty: Didn't know she was like that!
Joe: She definitely is! Expects a gift on Father's Day, that chick!
Patty: Oh come on!
Joe: Well, it seems like it!
Patty: I can help you find something if you're having a hard time.
Joe: That would be great. I'm out of ideas.
Patty: Well, I kind of know what she likes. Has she hinted at anything?
Joe: Other than just a gift, no.
Patty: Well, what's the occasion, her b-day?
Joe: Yes. 
Patty: Why didn't you say so? You idiot!
Joe: What???
Patty: Of course you have to have a gift for your gf's birthday!
Joe: I guess.
Patty: Perfume? Jewelry? Furniture? Kitchen sink? What?
Joe: Jewelry, I guess.
Patty: Okay, like what? Does she wear earrings? Bracelet?
Joe: Earrings. Diamond ones. Don't get round ones I just got her those last month.
Patty: Okay, I think I know what you mean. What's the budget?
Joe: $500
Patty: Wow, sweet! I'm off to shop!
Joe: Thanks!
Given the above dialogue, write a summary.",Joe is going shopping tomorrow. Otherwise Sue will be mad at him for not getting her a gift for her birthday on Saturday. Joe and Patty decide that earrings within the range of $500 would be the best gift for Sue. Patty can help Joe pick them out.,samsum
467,Summarize:,"Summarize: Sofia: hi
Christian: how you doing?
Sofia: i'm ok. u?
Christian: in bed and what are you doing today?
Sofia: i'm home
Christian: doing what?
Sofia: nothing, just home. And later I have to go and buy something for my friend's birthday
Christian: nice. what u gonna buy?
Sofia: i do not know. I will have to look for something
Christian: ok. I want to see u
Sofia: so u need to come to warsaw
Christian: when are you going back to warsaw?
Sofia: tomorrow i will be in warsaw for sure
Christian: ok ;) I will try to come on Tuesday for the day",Sofia is home and Christian is in bed. Sofia will go shopping for a birthday present for her friend. She will be back in Warsaw tomorrow and Christian will come to Warsaw on Tuesday to meet Sofia.,samsum
468,Sum up the following dialogue,"Sum up the following dialogue: 
Jenny: Do we need to bring anything to your parents for Christmas day?
Matt: They said not to bother but it would be nice to though 
Jenny: have you got something in mind? I don't want to leave it so last minute
Matt: I haven't really thought about it, maybe cheese, crackers, chutney type of thing?
Jenny: ok, does Mark eat all of that? being a veggie and all?
Matt: I think so
Jenny: cool, I'll get some on Friday. 
Matt: Thanks 
Jenny: XX","Jenny and Matt are going to Matt's parents for Christmas. Jenny will get some cheese, crackers and chutney on Friday to bring for the party.",samsum
469,Summarize this dialogue:,"Summarize this dialogue: Nick: Hi, got your message.
Ralph: Good, what do you say?
Nick: Depends. Need more info. Let's meet.
Ralph: Ok. Will email you later.","Nick got Ralph's message. Nick and Ralph will meet, because Nick needs more information. Ralph will send an email to Nick later.",samsum
470,Summarize:,"Summarize: Camille: I finally got my driving licence!
Petunia: Amazing!!
Camille: I took the test 13 times 
Alain: What a perseverance
Camille: I thought I would never make it 
Petunia: But you made it!!
Petunia: Congratulations!!!
Alain: So you must be driving every day now!
Camille: I do!!
Camille: I may not be the best driver
Camille: But I really enjoy it. 
Camille: And it's so convenient to drive to work
Camille: If only finding a parking spot wasn't so difficult.",Camille took the driving licence test 13 times. She passed the test finally. Petunia and Alain are congratulating her. Camille drives every day to work. Finding the parking is the only downside.,samsum
471,Summarize this dialogue:,"Summarize this dialogue: Ed: Why are you online at 3 a.m?
Peter: Heh. I'm working
Ed: In the middle of the night?
Peter: Deadline.
Ed: Ehh. Be sure to get some sleep dude. It's not healthy,
Peter: I know  but I have to finish it.",Peter is online and working at 3 am because of a deadline.,samsum
472,Write a dialogue that match this summary,Write a dialogue that matches this summary: Diana's mother died a year ago. Danielle's mother died in 1977. They used to talk every day at 9 pm.,"Diana: One year ago my mother passed away
Danielle: I’m sorry to hear that
Diana: She was an amazing woman
Diana: She was born in 1920
Diana: She was a young woman when the war started
Danielle: Like my mother…
Diana: Is she still alive?
Diana: No. She died in 1977.
Danielle: My mother joined the communist party and was fighting in the resistance movement
Danielle: She saw many of her colleagues arrested and executed but she was lucky to survive
Danielle: She met my father in 1943
Danielle: He was also a communist
Danielle: He was killed one year after I was born
Diana: So you don’t remember your dad?
Danielle: Sadly I don’t. But my mother loved him dearly.
Danielle: He was the love of her life. 
Danielle: She was with a few men later in her life
Danielle: But none of them was so dear to her
Danielle: Mostly she brought me up alone, which was uncommon in the 50s. 
Danielle: She was a really strong and courageous woman.
Danielle: I miss her a lot. 
Danielle: For the past 10 years, we used to call each other everyday at 9 p.m.
Danielle: And suddenly she passed away
Danielle: I still feel the need to talk to her in the evening.
Danielle: But she’s not there anymore to pick up my phone call…",samsum
